Rk,Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
1,SP,Logan Webb,26,8,7,0.533,3.11,20,20,0,1,1,0,133,121,50,46,15,23,0,134,3,0,1,526,138,3.32,1.083,8.2,1,1.6,9.1,5.83,webblo01
2,SP,Alex Cobb,35,6,3,0.667,3.15,18,18,0,1,1,0,100,112,37,35,8,27,0,91,3,4,7,431,136,3.41,1.39,10.1,0.7,2.4,8.2,3.37,cobbal01
3,SP,Anthony DeSclafani,33,4,8,0.333,4.72,18,18,0,0,0,0,95.1,97,55,50,14,18,0,77,4,0,3,396,91,4.27,1.206,9.2,1.3,1.7,7.3,4.28,desclan01
4,SP,Alex Wood*,32,4,3,0.571,4.53,14,10,0,0,0,0,53.2,54,30,27,6,28,0,50,6,2,0,243,95,4.78,1.528,9.1,1,4.7,8.4,1.79,woodal02
5,SP,Ross Stripling,33,0,3,0,5.92,14,9,2,0,0,0,51.2,58,35,34,13,11,0,42,1,1,0,220,73,5.63,1.335,10.1,2.3,1.9,7.3,3.82,stripro01
6,CL,Camilo Doval,25,2,3,0.4,2.4,45,0,42,0,0,30,45,29,16,12,2,18,3,59,6,2,8,184,180,2.84,1.044,5.8,0.4,3.6,11.8,3.28,dovalca01
7,RP,Tyler Rogers,32,3,4,0.429,2.2,44,0,7,0,0,2,49,39,13,12,3,14,2,38,1,0,0,200,196,3.45,1.082,7.2,0.6,2.6,7,2.71,rogerty01
8,RP,Taylor Rogers*,32,5,3,0.625,3.03,38,0,5,0,0,1,32.2,19,12,11,4,16,2,42,3,0,2,135,143,4.05,1.071,5.2,1.1,4.4,11.6,2.63,rogerta01
9,RP,John Brebbia (15-day IL),33,2,0,1,3.14,29,8,3,0,0,0,28.2,21,10,10,2,10,1,36,0,0,0,116,138,2.73,1.081,6.6,0.6,3.1,11.3,3.6,brebbjo01
10,RP,Scott Alexander*,33,6,0,1,3.04,31,1,6,0,0,1,26.2,21,11,9,1,6,1,15,1,0,3,107,143,3.44,1.013,7.1,0.3,2,5.1,2.5,alexasc02
11,,Sean Manaea*,31,3,3,0.5,5.82,22,6,1,0,0,0,60.1,57,47,39,8,26,0,75,6,0,2,268,74,4.11,1.376,8.5,1.2,3.9,11.2,2.88,manaese01
12,,Jakob Junis,30,3,3,0.5,4.73,25,0,3,0,0,1,53.1,62,29,28,11,16,1,63,3,0,0,233,91,4.67,1.463,10.5,1.9,2.7,10.6,3.94,junisja01
13,,Tristan Beck (40-man),27,1,0,1,3.06,20,0,9,0,0,2,50,44,18,17,6,12,0,38,2,0,3,204,141,4.17,1.12,7.9,1.1,2.2,6.8,3.17,becktr01
14,,Ryan Walker,27,3,0,1,2.67,21,5,4,0,0,0,27,27,10,8,4,8,0,31,1,0,2,115,163,3.92,1.296,9,1.3,2.7,10.3,3.88,walkery01
15,,Keaton Winn (40-man),25,0,2,0,4.09,5,2,1,0,0,1,22,18,10,10,3,5,0,14,4,0,1,91,106,5.01,1.045,7.4,1.2,2,5.7,2.8,winnke01
16,,Sean Hjelle (40-man),26,2,1,0.667,7.79,11,0,3,0,0,0,17.1,24,19,15,1,12,1,21,2,0,5,89,56,4.04,2.077,12.5,0.5,6.2,10.9,1.75,hjellse01
17,,Luke Jackson (15-day IL),31,1,0,1,2.16,9,0,1,0,0,0,8.1,6,2,2,0,2,0,10,0,0,0,33,207,1.61,0.96,6.5,0,2.2,10.8,5,jackslu01
18,,Mauricio Llovera,27,1,0,1,2.08,4,0,2,0,0,0,4.1,4,1,1,1,2,0,5,0,0,1,18,223,5.36,1.385,8.3,2.1,4.2,10.4,2.5,llovema01
19,,Cole Waites (60-day IL),25,0,0,,15.43,3,0,2,0,0,0,2.1,6,5,4,0,2,0,2,0,0,0,15,32,4.14,3.429,23.1,0,7.7,7.7,1,waiteco01
20,,Brandon Crawford (10-day IL),36,0,0,,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,,6.29,2,9,0,9,0,0,crawfbr01
21,,Brett Wisely,24,0,0,,9,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,4,65,16.29,1,9,9,0,0,,wiselbr01
22,,David Villar,26,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,,6.29,1,0,0,9,0,0,villada01
23,,Matt Beaty,30,0,0,,27,1,0,1,0,0,0,1,3,3,3,0,1,0,1,0,0,0,7,22,4.29,4,27,0,9,9,1,beatyma01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
