Rk,Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
1,SP,Sandy Alcantara,27,3,9,0.25,4.7,20,20,0,1,1,0,126.1,126,69,66,14,36,0,106,4,0,3,532,93,4,1.282,9,1,2.6,7.6,2.94,alcansa01
2,SP,Jesús Luzardo*,25,8,5,0.615,3.34,20,20,0,0,0,0,113.1,102,45,42,12,30,1,131,5,0,2,463,131,3.28,1.165,8.1,1,2.4,10.4,4.37,luzarje01
3,SP,Braxton Garrett*,25,5,2,0.714,3.9,19,18,1,0,0,0,97,96,43,42,12,16,0,106,5,0,0,399,113,3.36,1.155,8.9,1.1,1.5,9.8,6.63,garrebr01
4,SP,Edward Cabrera,25,5,5,0.5,4.5,15,15,0,0,0,0,72,55,36,36,10,44,0,90,3,3,0,310,98,4.55,1.375,6.9,1.3,5.5,11.3,2.05,cabreed02
5,SP,Eury Pérez (40-man),20,5,3,0.625,2.36,11,11,0,0,0,0,53.1,41,15,14,7,17,0,61,1,0,3,215,186,3.72,1.088,6.9,1.2,2.9,10.3,3.59,perezeu02
6,CL,A.J. Puk*,28,4,4,0.5,4.4,32,0,27,0,0,15,30.2,30,19,15,5,6,1,37,1,0,1,133,100,3.68,1.174,8.8,1.5,1.8,10.9,6.17,pukaj01
7,RP,Huascar Brazoban,33,3,2,0.6,3.72,41,0,4,0,0,0,48.1,48,21,20,4,21,1,49,2,0,1,209,118,3.76,1.428,8.9,0.7,3.9,9.1,2.33,brazohu01
8,RP,Tanner Scott*,28,4,2,0.667,2.74,45,0,7,0,0,2,46,31,14,14,2,18,2,69,2,0,0,183,161,2.16,1.065,6.1,0.4,3.5,13.5,3.83,scottta01
9,RP,Dylan Floro,32,3,5,0.375,4.86,41,0,13,0,0,7,37,45,24,20,2,11,3,39,1,0,1,161,91,2.85,1.514,10.9,0.5,2.7,9.5,3.55,florody01
10,RP,Andrew Nardi* (15-day IL),24,6,1,0.857,3.19,41,0,8,0,0,2,36.2,30,14,13,7,11,2,48,1,0,0,149,138,4.13,1.118,7.4,1.7,2.7,11.8,4.36,nardian01
11,,Bryan Hoeing,26,1,2,0.333,4.57,23,6,7,0,0,0,45.1,43,24,23,7,18,2,35,1,0,0,192,96,5.01,1.346,8.5,1.4,3.6,6.9,1.94,hoeinbr01
12,,Steven Okert*,31,3,1,0.75,3.44,39,1,6,0,0,0,34,23,14,13,5,12,0,47,1,0,0,135,128,3.58,1.029,6.1,1.3,3.2,12.4,3.92,okertst01
13,,JT Chargois,32,1,0,1,2.92,27,0,5,0,0,1,24.2,17,8,8,1,10,1,19,0,0,0,98,152,3.49,1.095,6.2,0.4,3.6,6.9,1.9,chargjt01
14,,Matt Barnes (15-day IL),33,1,0,1,5.48,24,1,3,0,0,0,21.1,25,13,13,2,10,1,20,1,1,2,99,81,4.18,1.641,10.5,0.8,4.2,8.4,2,barnema01
15,,George Soriano,24,0,0,,2.41,8,0,3,0,0,1,18.2,15,8,5,0,8,1,13,3,0,0,83,185,3.66,1.232,7.2,0,3.9,6.3,1.63,soriage01
16,,Trevor Rogers* (60-day IL),25,1,2,0.333,4,4,4,0,0,0,0,18,16,9,8,2,6,0,19,3,0,0,79,111,4.12,1.222,8,1,3,9.5,3.17,rogertr01
17,,Devin Smeltzer*,27,0,1,0,6.89,6,1,2,0,0,0,15.2,21,14,12,6,4,0,10,3,0,1,73,65,8.33,1.596,12.1,3.4,2.3,5.7,2.5,smeltde01
18,,Archie Bradley,30,0,0,,11.05,4,0,2,0,0,0,7.1,13,10,9,2,3,0,7,1,0,1,39,41,6.56,2.182,16,2.5,3.7,8.6,2.33,bradlar01
19,,Jeff Lindgren,26,0,0,,5.14,3,0,1,0,0,0,7,4,4,4,0,4,0,1,0,0,0,28,89,4.71,1.143,5.1,0,5.1,1.3,0.25,lindgje01
20,,Jacob Stallings,33,0,0,,6.75,4,0,4,0,0,0,4,7,3,3,1,0,0,1,1,0,0,18,70,6.79,1.75,15.8,2.3,0,2.3,,stallja01
21,,Johnny Cueto,37,0,1,0,9,2,1,0,0,0,0,4,4,4,4,2,2,0,1,0,0,0,18,53,10.79,1.5,9,4.5,4.5,2.3,0.5,cuetojo01
22,,Sean Nolin*,33,0,0,,18,1,0,1,0,0,0,3,7,6,6,2,2,0,2,0,0,0,18,27,12.62,3,21,6,6,6,1,nolinse01
23,,Chi Chi González,31,0,0,,3.38,2,0,2,0,0,0,2.2,4,1,1,0,1,0,2,0,0,0,13,146,2.91,1.875,13.5,0,3.4,6.8,2,gonzach01
24,,Daniel Castano*,28,0,0,,27,1,0,1,0,0,0,1,2,3,3,2,1,0,2,0,0,0,6,22,28.29,3,18,18,9,18,2,castada01
25,,Johan Quezada,28,0,0,,40.5,1,0,0,0,0,0,0.2,1,3,3,0,5,0,0,0,0,0,8,16,25.79,9,13.5,0,67.5,0,0,quezajo01
26,,Robert Garcia* (40-man),27,0,0,,0,1,0,0,0,0,0,0.1,1,0,0,0,1,0,0,0,0,0,3,,12.29,6,27,0,27,0,0,garciro04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
