Rk,Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
1,SP,Miles Mikolas,34,6,5,0.545,4.14,21,21,0,0,0,0,121.2,130,57,56,12,24,0,83,6,0,2,517,105,3.94,1.266,9.6,0.9,1.8,6.1,3.46,mikolmi01
2,SP,Jordan Montgomery*,30,6,7,0.462,3.14,19,19,0,0,0,0,109,105,44,38,10,29,0,101,2,0,2,456,138,3.48,1.229,8.7,0.8,2.4,8.3,3.48,montgjo01
3,SP,Jack Flaherty,27,7,5,0.583,4.29,18,18,0,0,0,0,98.2,100,49,47,7,51,0,96,8,0,6,433,101,4.06,1.53,9.1,0.6,4.7,8.8,1.88,flaheja01
4,SP,Steven Matz*,32,1,7,0.125,4.67,21,13,2,0,0,0,81,90,45,42,10,29,0,79,3,2,2,356,93,4.13,1.469,10,1.1,3.2,8.8,2.72,matzst01
5,SP,Adam Wainwright (15-day IL),41,3,4,0.429,7.66,11,11,0,0,0,0,51.2,84,50,44,10,19,0,28,1,0,1,254,57,5.88,1.994,14.6,1.7,3.3,4.9,1.47,wainwad01
6,SP,Matthew Liberatore* (40-man),23,1,3,0.25,6.75,9,8,0,0,0,0,32,43,29,24,2,16,0,22,5,0,2,158,65,4.69,1.844,12.1,0.6,4.5,6.2,1.38,liberma01
7,CL,Jordan Hicks,26,1,6,0.143,3.76,39,0,15,0,0,8,40.2,38,21,17,2,23,0,58,3,0,7,184,116,2.99,1.5,8.4,0.4,5.1,12.8,2.52,hicksjo03
8,RP,Chris Stratton,32,1,1,0.5,4.17,38,0,16,0,0,1,49.2,42,25,23,3,13,0,53,1,0,4,202,105,2.78,1.107,7.6,0.5,2.4,9.6,4.08,stratch01
9,RP,Giovanny Gallegos,31,1,4,0.2,4.05,38,0,13,0,0,8,40,35,19,18,7,9,0,39,0,1,2,162,108,4.29,1.1,7.9,1.6,2,8.8,4.33,gallegi01
10,RP,Drew VerHagen (15-day IL),32,4,0,1,4.78,35,0,10,0,0,0,37.2,37,23,20,6,18,2,38,1,1,3,172,91,4.85,1.46,8.8,1.4,4.3,9.1,2.11,verhadr01
11,RP,Andre Pallante,24,2,1,0.667,4.84,33,0,4,0,0,0,35.1,35,19,19,3,19,0,30,2,0,5,155,90,4.47,1.528,8.9,0.8,4.8,7.6,1.58,pallaan01
12,,Jake Woodford (15-day IL),26,2,2,0.5,5.67,12,6,1,0,0,0,39.2,50,26,25,8,17,0,25,3,0,1,182,77,6.16,1.689,11.3,1.8,3.9,5.7,1.47,woodfja01
13,,Génesis Cabrera* (DFA),26,1,1,0.5,5.06,32,0,10,0,0,0,32,32,18,18,6,18,0,38,0,1,0,143,86,5.04,1.563,9,1.7,5.1,10.7,2.11,cabrege01
14,,Ryan Helsley (15-day IL),28,3,4,0.429,3.24,22,0,16,0,0,7,25,18,10,9,1,11,1,33,1,1,2,103,135,2.61,1.16,6.5,0.4,4,11.9,3,helslry01
15,,JoJo Romero*,26,2,0,1,2.55,13,0,3,0,0,0,17.2,9,6,5,1,8,0,18,0,0,0,69,173,3.34,0.962,4.6,0.5,4.1,9.2,2.25,romerjo01
16,,Zack Thompson*,25,2,2,0.5,3.95,12,0,0,0,0,0,13.2,15,7,6,1,9,0,18,0,0,0,62,112,3.58,1.756,9.9,0.7,5.9,11.9,2,thompza02
17,,Dakota Hudson,28,1,0,1,2.77,5,1,0,0,0,0,13,14,5,4,1,3,0,8,1,0,3,56,160,3.98,1.308,9.7,0.7,2.1,5.5,2.67,hudsoda02
18,,James Naile (40-man),30,0,0,,11.74,5,0,2,0,0,0,7.2,18,14,10,0,7,0,4,0,0,0,48,39,4.98,3.261,21.1,0,8.2,4.7,0.57,naileja01
19,,Packy Naughton* (60-day IL),27,0,0,,0,4,0,2,0,0,0,5,2,0,0,0,1,0,5,0,0,0,17,,1.89,0.6,3.6,0,1.8,9,5,naughpa01
20,,Ryan Tepera (DFA),35,0,0,,9,2,0,0,0,0,0,2,3,2,2,1,1,0,1,1,0,0,11,57,11.79,2,13.5,4.5,4.5,4.5,1,teperry01
21,,Alec Burleson*,24,0,0,,21.6,2,0,2,0,0,0,1.2,8,4,4,1,0,0,1,0,0,0,13,24,9.89,4.8,43.2,5.4,0,5.4,,burleal01
22,,Kyle Leahy,26,0,1,0,21.6,3,0,0,0,0,0,1.2,4,4,4,1,5,0,2,1,0,0,15,24,19.49,5.4,21.6,5.4,27,10.8,0.4,leahyky01
23,,Guillermo Zuñiga (7-day IL),24,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,,-0.71,0,0,0,0,18,,zuniggu01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
